Name,Date,Payment
Aimee Bixby,23.09.2011,201
Lena Creighton,22.10.2010,48
Lena Creighton,22.10.2010,1718
Eugene Hildebrand,25.04.2012,44
Eugene Hildebrand,25.04.2012,343
Eugene Hildebrand,25.04.2012,45
Noel Staavos,18.08.2009,5442
Philip Brown,02.04.2009,14076
Eudokia Martin,24.05.2012,1043
Edward Nazzal,04.07.2009,8413
Edward Nazzal,04.07.2009,105
Erin Ashbrook,17.03.2011,451
Tamara Chand,16.06.2012,55
Mike Caudle,15.04.2012,2774
Mike Caudle,15.04.2012,114
Cari MacIntyre,24.03.2011,83
Alan Hwang,02.05.2012,3006
Alan Hwang,02.05.2012,2210
Dave Hallsten,04.12.2011,670
Fred Hopkins,04.10.2010,524
Jonathan Howell,19.09.2009,113
Matt Collister,07.12.2009,3422
Duane Huffman,28.08.2011,198
Duane Huffman,28.08.2011,91
Kelly Lampkin,20.03.2012,2377
Edward Nazzal,22.01.2010,35
Philip Brown,22.10.2012,14666
Dean Braden,22.03.2009,4856
Erica Smith,16.02.2009,209
Erica Smith,16.02.2009,228
Dave Hallsten,04.07.2009,515
Dave Hallsten,04.07.2009,749
Dave Hallsten,04.07.2009,1498
Dave Hallsten,04.07.2009,3858
Erica Smith,25.11.2011,157
Jim Mitchum,11.05.2010,480
Jim Mitchum,11.05.2010,834
Jim Mitchum,11.05.2010,183
Jim Mitchum,11.05.2010,736
David Philippe,01.05.2010,2821
Darren Budd,05.01.2009,78
Darren Budd,05.01.2009,654
Darren Budd,05.01.2009,12636
Darren Budd,05.01.2009,240
Darren Budd,05.01.2009,2750
George Ashbrook,23.03.2009,106
George Ashbrook,23.03.2009,453
Tamara Chand,24.03.2009,102
Darren Budd,03.01.2010,294
Edward Becker,26.07.2009,89
David Philippe,04.01.2011,61
Anemone Ratner,01.02.2012,363
Anemone Ratner,01.02.2012,2077
Janet Martin,27.10.2010,701
Janet Martin,27.10.2010,160
Edward Nazzal,22.08.2011,13609
Edward Nazzal,22.08.2011,89
Alan Hwang,07.06.2010,24
Alan Hwang,07.06.2010,2028
Eugene Hildebrand,13.05.2012,5308
Andrew Roberts,26.05.2012,254
Andrew Roberts,26.05.2012,278
Andrew Roberts,26.05.2012,1662
David Smith,26.02.2012,426
Edward Becker,07.10.2011,69
Edward Becker,07.10.2011,4216
Magdelene Morse,11.04.2012,1610
Jim Mitchum,10.12.2012,505
Jim Mitchum,10.12.2012,563
Ed Ludwig,22.12.2009,200
Ed Ludwig,22.12.2009,121
Michael Dominguez,30.04.2012,1133
Thomas Boland,15.07.2011,28
Olvera Toch,12.02.2009,19
Lena Radford,27.12.2012,760
Sean Christensen,19.08.2011,163
Todd Boyes,06.02.2011,19343
Todd Boyes,06.02.2011,772
Todd Boyes,13.09.2012,6111
Todd Boyes,13.09.2012,114
Todd Boyes,18.11.2010,695
Todd Boyes,18.11.2010,153
Todd Boyes,18.11.2010,366
Todd Boyes,18.11.2010,576
Michael Dominguez,25.07.2010,29
Michael Dominguez,25.07.2010,46
Sean Miller,29.07.2012,9
Sean Miller,29.07.2012,574
Todd Boyes,21.07.2009,1263
Todd Boyes,21.07.2009,524
Phillip Breyer,09.12.2010,1144
Lena Radford,20.02.2011,73
Todd Boyes,13.12.2009,119
Todd Boyes,13.12.2009,2145
Michelle Ellison,24.04.2012,118
Olvera Toch,23.02.2012,290
Olvera Toch,23.02.2012,434
Olvera Toch,23.02.2012,289
Todd Boyes,22.01.2012,203
Todd Boyes,22.01.2012,134
Sean Christensen,04.09.2011,34
Michelle Ellison,22.11.2011,5181
Michelle Ellison,22.11.2011,10567
Michelle Ellison,22.11.2011,1679
Michelle Ellison,22.11.2011,2056
Michelle Ellison,23.12.2009,383
Scot Coram,23.10.2011,1102
Natalie Fritzler,01.03.2009,867
Nathan Gelder,06.08.2012,110
Nathan Gelder,06.08.2012,81
Sean Miller,22.11.2009,1497
Olvera Toch,10.11.2011,1154
Olvera Toch,10.11.2011,224
Olvera Toch,10.11.2011,61
Olvera Toch,10.11.2011,122
Michael Dominguez,27.01.2009,6121
Michelle Ellison,20.11.2010,614
Michael Dominguez,09.01.2012,279
Thomas Boland,18.03.2009,356
Thomas Boland,13.04.2011,72
Patricia Hirasaki,21.07.2012,480
Maria Zettner,15.07.2012,217
Thomas Boland,10.10.2009,659
Matthew Clasen,22.05.2012,222
Matthew Clasen,22.05.2012,40
Nathan Gelder,23.05.2009,17
Maria Zettner,16.04.2009,14536
Patrick O'Donnell,26.12.2009,652
Sean Miller,09.10.2010,362
Sean Miller,09.10.2010,1276
Sean Miller,09.10.2010,2895
Patrick O'Donnell,09.02.2010,612
Sean Miller,26.11.2011,4394
Harry Marie,04.05.2011,118
Harry Marie,04.05.2011,3645
Harry Marie,04.05.2011,3492
Sean Christensen,03.06.2010,176
Patrick O'Donnell,28.08.2009,291
Sean Christensen,13.10.2009,1138
Sean Christensen,13.10.2009,5271
Lena Radford,22.12.2009,2464
Harry Marie,26.07.2012,3550
Harry Marie,26.07.2012,138
Michael Dominguez,05.08.2009,634
Michael Dominguez,05.08.2009,197
Michael Dominguez,05.08.2009,887
Patrick O'Donnell,29.01.2011,1380
Phillip Breyer,21.09.2010,295
Michael Dominguez,03.08.2010,132
Scot Coram,25.07.2012,5057
Scot Coram,25.07.2012,3500
Michelle Ellison,26.01.2010,196
Michael Dominguez,16.01.2012,792
Maria Zettner,19.06.2011,215
Nathan Gelder,09.06.2010,253
Victoria Wilson,26.11.2011,431
Victoria Wilson,26.11.2011,262
Victoria Wilson,26.11.2011,514
Victoria Wilson,26.11.2011,1697
Michelle Ellison,05.08.2012,93
Michelle Ellison,05.08.2012,640
Nathan Gelder,15.02.2011,7837
Nathan Gelder,15.02.2011,3653
Todd Boyes,26.05.2011,413
Shahid Collister,08.11.2009,142
Shahid Collister,08.11.2009,2466
Shahid Collister,08.11.2009,8558
Shahid Collister,08.11.2009,237
Victoria Wilson,13.09.2012,162
Victoria Wilson,13.09.2012,15169
Victoria Wilson,28.10.2009,367
Thomas Boland,08.06.2012,127
Thomas Boland,08.06.2012,1770
Michael Dominguez,02.12.2010,1197
Phillip Breyer,17.10.2012,1355
Patrick O'Donnell,21.09.2012,1465
Patrick O'Donnell,21.09.2012,3590
Todd Boyes,12.07.2011,116
Thomas Boland,22.05.2011,4648
Thomas Boland,22.05.2011,2503
Victoria Wilson,10.11.2011,2732
Victoria Wilson,10.11.2011,680
Victoria Wilson,10.11.2011,5176
Katrina Bavinger,18.09.2009,740
Katrina Bavinger,24.02.2009,14741
Katrina Bavinger,24.02.2009,4
Victoria Wilson,20.03.2009,100
Victoria Wilson,20.03.2009,405
Natalie Fritzler,17.05.2012,810
Natalie Fritzler,17.05.2012,1028
Natalie Fritzler,17.05.2012,301
Michelle Ellison,17.02.2010,8955
Michelle Ellison,17.02.2010,95
Olvera Toch,02.08.2009,577
Olvera Toch,02.08.2009,95
Sean Christensen,17.03.2009,82
Olvera Toch,09.01.2009,118
Maria Zettner,02.09.2012,3130
Michelle Ellison,09.04.2009,449
Michelle Ellison,09.04.2009,81
Michelle Ellison,06.04.2009,2414
Victoria Wilson,09.12.2009,205
Thomas Boland,01.04.2009,265
Thomas Boland,01.04.2009,1445
Thomas Boland,01.04.2009,2287
Patricia Hirasaki,05.08.2010,786
Olvera Toch,28.09.2010,18697
Olvera Toch,28.09.2010,786
Victoria Wilson,17.06.2010,14647
Victoria Wilson,17.06.2010,26
Michelle Ellison,10.05.2010,442
Sean Miller,09.12.2012,115
Sean Miller,09.12.2012,16744
Patrick O'Donnell,09.04.2012,1535
Sean Christensen,20.11.2009,2813
Sean Christensen,20.11.2009,2683
Victoria Wilson,26.07.2009,387
Scot Coram,02.04.2009,585
Olvera Toch,01.06.2011,123
Olvera Toch,01.06.2011,1642
Michelle Ellison,02.12.2009,93
Michael Nguyen,15.03.2011,243
Patrick O'Donnell,20.12.2011,3853
Patrick O'Donnell,20.12.2011,28
Scot Coram,05.01.2012,4962
Scot Coram,05.01.2012,192
Todd Boyes,10.10.2010,26
Scot Coram,09.04.2012,670
Sean Miller,22.07.2012,406
Scot Coram,23.09.2009,706
Lena Radford,20.01.2010,155
Shahid Collister,16.03.2012,116
Shahid Collister,16.03.2012,210
Michelle Ellison,10.09.2011,251
Maria Zettner,18.04.2010,315
Patrick O'Donnell,06.12.2012,144
Michael Dominguez,24.01.2009,295
Nathan Gelder,07.03.2010,2379
Nathan Gelder,07.03.2010,203
Patricia Hirasaki,27.02.2010,307
Thea Hendricks,14.02.2012,517
Corey Catlett,16.08.2010,89
Corey Catlett,16.08.2010,158
Corey Catlett,16.08.2010,7181
Ed Jacobs,20.12.2009,5748
Noel Staavos,05.12.2009,21
Keith Herrera,27.06.2010,1560
Carlos Meador,13.05.2009,1204
Carlos Meador,13.05.2009,75
Corinna Mitchell,25.02.2011,8364
Raymond Fair,05.06.2011,304
Carlos Meador,13.03.2010,335
Karl Brown,19.09.2009,1142
Natalie Webber,25.02.2010,1379
Eric Barreto,20.03.2011,1825
Hunter Lopez,10.11.2012,2654
Hunter Lopez,10.11.2012,1723
Barry Franz,29.11.2010,462
Barry Franz,14.07.2011,800
Craig Yedwab,12.05.2012,619
Eric Barreto,28.12.2009,178
Chuck Sachs,15.03.2009,201
Muhammed Lee,01.03.2011,9
Karl Brown,13.07.2012,2277
Karl Brown,16.11.2011,40
Bobby Trafton,19.07.2012,8532
David Flashing,03.09.2012,825
Rick Duston,19.09.2012,3081
Troy Staebel,01.04.2009,18
Nora Paige,03.01.2010,1217
Amy Cox,24.01.2011,82
Harold Dahlen,17.05.2010,498
Bobby Trafton,23.09.2011,191
Jay Fine,15.09.2011,169
Nora Paige,21.12.2012,1043
Dan Campbell,31.10.2009,87
Dan Campbell,31.10.2009,1318
George Zrebassa,05.01.2012,1666
Rick Duston,22.04.2009,946
Eleni McCrary,16.07.2011,71
Frank Atkinson,30.06.2010,751
Astrea Jones,24.07.2009,215
Giulietta Dortch,15.10.2010,157
Cathy Hwang,26.02.2009,126
Damala Kotsonis,22.10.2012,115
David Flashing,14.04.2009,1387
Dianna Arnett,08.09.2010,137
Fred McMath,17.09.2010,30
Christy Brittain,06.08.2011,62
Tom Prescott,10.06.2009,57
Yana Sorensen,20.08.2012,611
Harold Dahlen,15.03.2010,1462
Brad Thomas,01.11.2012,130
Cynthia Voltz,26.07.2012,454
Dean Percer,15.05.2010,311
Ben Peterman,28.10.2012,1515
Astrea Jones,21.05.2009,19
Tracy Poddar,02.09.2011,156
Michael Paige,09.10.2012,793
Barry Franz,19.12.2009,4116
Corey Roper,03.03.2012,596
Maureen Gastineau,14.09.2012,47
Muhammed Yedwab,08.11.2012,935
Alex Grayson,23.02.2010,161
Muhammed Yedwab,12.03.2010,12099
Damala Kotsonis,23.08.2011,9
Astrea Jones,11.06.2012,25
Chris Cortes,16.03.2010,714
Dan Campbell,04.10.2012,503
Rick Duston,05.12.2010,468
Corey Roper,06.01.2009,2357
Amy Cox,02.06.2009,818
Sara Luxemburg,22.10.2009,55
Christy Brittain,22.10.2010,1086
Eric Murdock,09.02.2012,61
Paul Knutson,01.11.2011,4374
Cynthia Voltz,13.01.2011,2860
Janet Martin,29.04.2009,2926
Nicole Brennan,04.08.2010,142
Christy Brittain,22.04.2012,570
Christy Brittain,22.04.2012,100
Jennifer Patt,26.02.2009,803
Elpida Rittenbach,08.01.2010,89
David Wiener,15.09.2010,336
David Wiener,15.09.2010,380
Elpida Rittenbach,02.06.2009,478
Elpida Rittenbach,02.06.2009,2691
David Wiener,25.02.2010,315
David Wiener,23.05.2010,796
David Wiener,23.05.2010,143
Elpida Rittenbach,25.07.2010,2389
Elpida Rittenbach,25.07.2010,222
David Wiener,20.01.2011,129
David Wiener,20.01.2011,424
David Wiener,20.01.2011,505
Elpida Rittenbach,02.01.2010,740
Elpida Rittenbach,02.01.2010,1289
Peter McVee,17.03.2011,44
Peter McVee,17.03.2011,32
Karen Carlisle,30.09.2009,1194
Stefania Perrino,19.05.2011,40
Jay Fine,08.04.2009,1896
Paul Lucas,11.02.2010,317
George Zrebassa,31.05.2010,5419
George Zrebassa,22.09.2012,269
Karl Brown,02.06.2012,7339
Karl Brown,02.06.2012,12569
Evan Henry,09.12.2012,178
Keith Herrera,27.06.2010,225
Alyssa Tate,09.02.2012,382
Michael Stewart,21.08.2012,832
Michael Stewart,21.08.2012,1090
Paul Lucas,20.10.2010,1069
Shirley Jackson,24.03.2010,2012
Barry Weirich,20.03.2009,151
Natalie Webber,27.06.2012,295
Damala Kotsonis,19.06.2012,481
Karen Carlisle,04.04.2012,227
Karen Carlisle,04.04.2012,511
Natalie Webber,25.02.2010,428
Katherine Murray,02.06.2012,2318
Hunter Lopez,10.11.2012,36
Eric Barreto,18.03.2009,5404
Barry Franz,14.07.2011,364
Fred McMath,13.05.2012,306
Berenike Kampe,18.10.2011,158
Dean Percer,24.06.2012,1661
Muhammed Lee,12.08.2012,9062
Muhammed Lee,12.08.2012,1663
Noel Staavos,16.10.2010,173
Bobby Trafton,22.06.2009,2434
Rick Duston,31.01.2010,3872
Karl Brown,15.06.2009,78
Karl Brown,16.11.2011,258
Karl Brown,16.11.2011,5140
Erica Hernandez,21.12.2011,229
Tony Molinari,28.06.2011,123
Elizabeth Moffitt,14.08.2009,2173
Harold Dahlen,05.01.2012,2160
David Flashing,23.08.2012,134
David Flashing,05.02.2012,3029
Berenike Kampe,27.05.2009,150
Noel Staavos,01.09.2010,285
Deanra Eno,05.08.2012,752
Fred McMath,16.07.2010,5312
Fred McMath,16.07.2010,1062
Fred McMath,16.07.2010,1631
Chuck Sachs,08.12.2011,183
Chris Cortes,19.01.2009,99
Raymond Fair,29.07.2012,123
Chuck Sachs,29.04.2010,2361
Bobby Trafton,09.12.2012,2011
Mark Packer,27.07.2009,87
Eric Barreto,15.01.2010,78
Noel Staavos,15.06.2009,330
Jay Fine,15.09.2011,342
Ann Blume,03.11.2010,795
Alan Shonely,28.10.2012,981
Nora Paige,21.12.2012,286
Nora Paige,21.12.2012,2612
Frank Atkinson,22.08.2012,128
Katrina Willman,01.12.2010,141
Katrina Willman,01.12.2010,16
Stefania Perrino,21.05.2011,203
George Zrebassa,05.01.2012,454
Hunter Lopez,02.09.2012,5072
Ann Blume,16.01.2011,46
Janet Martin,12.09.2010,3685
Noel Staavos,27.04.2012,1090
Alyssa Tate,31.12.2011,61
Karl Brown,06.11.2010,67
Anthony Garverick,31.01.2011,315
Aaron Hawkins,30.10.2011,466
Mark Packer,26.06.2010,742
Giulietta Dortch,15.10.2010,10254
Carlos Meador,09.03.2010,3187
Damala Kotsonis,22.10.2012,3645
Dave Poirier,31.10.2010,934
Christy Brittain,29.07.2009,175
Troy Staebel,26.07.2009,290
Troy Staebel,26.07.2009,197
Bradley Drucker,11.01.2009,4531
Bradley Drucker,11.01.2009,575
Bradley Drucker,11.01.2009,263
Mark Haberlin,02.02.2011,462
Mark Haberlin,02.02.2011,336
Anthony Garverick,18.02.2011,70
Brad Thomas,14.05.2009,46
Barry Franz,10.09.2010,58
Brad Thomas,01.11.2012,122
Mark Packer,15.04.2010,2869
Eleni McCrary,29.12.2011,183
Eleni McCrary,29.09.2010,258
Ann Blume,21.02.2009,902
Brendan Murry,18.05.2009,623
Chuck Sachs,26.10.2009,2651
Troy Staebel,24.03.2009,108
Troy Staebel,24.03.2009,1387
Paul Knutson,25.12.2010,6814
Emily Burns,22.04.2012,45
Troy Staebel,17.11.2010,218
Chris Cortes,19.12.2010,1554
Stefania Perrino,11.09.2012,273
Maureen Gastineau,14.09.2012,774
Alex Grayson,23.02.2010,1356
Alex Grayson,23.02.2010,251
Alex Grayson,23.02.2010,313
Damala Kotsonis,23.08.2011,6889
Carlos Meador,21.07.2009,384
Frank Atkinson,14.06.2011,10
Deanra Eno,04.10.2009,18
Michael Oakman,21.08.2011,12
Chuck Sachs,21.08.2011,4211
Deborah Brumfield,24.01.2011,90
Dianna Arnett,27.08.2009,343
Alex Grayson,09.03.2010,164
Amy Cox,02.06.2009,182
Erica Hernandez,30.10.2012,133
Sara Luxemburg,22.10.2009,2097
David Flashing,19.10.2010,82
Deanra Eno,21.02.2011,164
Robert Barroso,16.07.2010,144
Robert Barroso,16.07.2010,31
Darrin Sayre,12.09.2009,260
Sara Luxemburg,11.05.2009,57
Sara Luxemburg,11.05.2009,228
Deborah Brumfield,03.01.2012,5859
Eleni McCrary,21.12.2011,26623
Eleni McCrary,09.12.2009,27
Alyssa Tate,26.10.2011,267
Michael Kennedy,31.08.2009,266
Marc Crier,18.12.2011,162
Bobby Elias,17.01.2010,86
Christy Brittain,06.06.2009,105
Joni Wasserman,08.05.2011,185
Karen Ferguson,19.05.2009,527
Mark Haberlin,02.07.2012,1770
Nicole Brennan,04.08.2010,616
Sara Luxemburg,27.05.2011,127
Giulietta Dortch,27.07.2011,111
Bradley Talbott,26.11.2011,54
Bradley Talbott,08.11.2012,2186
Brian Stugart,02.04.2011,184
Deborah Brumfield,11.01.2010,25312
Deborah Brumfield,11.01.2010,2139
Maureen Gastineau,13.02.2010,76
Julia Barnett,12.12.2012,4408
Emily Phan,10.06.2010,4012
Liz Willingham,28.12.2010,154
Liz Willingham,28.12.2010,201
Craig Yedwab,16.10.2010,884
Noel Staavos,05.12.2009,21717
Andy Reiter,16.03.2010,693
Ben Peterman,04.11.2009,22
Alex Grayson,22.06.2009,816
George Zrebassa,22.09.2012,4934
Denise Leinenbach,25.05.2009,73
Muhammed Lee,20.12.2010,2538
Bill Tyler,01.06.2010,19269
Carlos Meador,13.05.2009,1590
Liz Willingham,22.12.2011,311
Evan Henry,25.11.2010,25
Denise Leinenbach,07.01.2010,116
Denise Leinenbach,19.12.2009,14922
Denise Leinenbach,23.01.2012,63
Alan Shonely,12.08.2011,240
Damala Kotsonis,19.06.2012,880
Debra Catini,14.09.2009,1621
Raymond Fair,05.06.2011,270
Ann Blume,23.12.2012,4548
Becky Martin,14.04.2009,4213
Eric Barreto,20.03.2011,119
Barry Franz,29.11.2010,419
Astrea Jones,13.02.2011,127
Peter McVee,24.02.2009,2546
Chuck Sachs,15.03.2009,282
Corey Catlett,26.10.2011,106
Dave Poirier,06.04.2009,65
Bobby Trafton,19.07.2012,2269
Benjamin Venier,13.05.2012,2515
Tony Molinari,28.06.2011,1425
Benjamin Venier,07.10.2010,2436
Nora Paige,29.03.2009,569
Nora Paige,04.09.2012,2506
Robert Barroso,29.04.2011,1959
Robert Barroso,29.04.2011,14073
Alex Grayson,24.04.2011,5550
Berenike Kampe,27.05.2009,728
Michael Kennedy,13.05.2012,1118
Michael Kennedy,13.05.2012,609
Tracy Poddar,30.12.2011,283
Astrea Jones,29.06.2011,62
Astrea Jones,29.06.2011,324
Fred McMath,16.07.2010,215
Chuck Sachs,08.12.2011,194
Chuck Sachs,29.04.2010,168
Chuck Sachs,29.04.2010,1060
Eric Barreto,15.06.2010,752
Bobby Trafton,23.09.2011,48
Bill Tyler,14.05.2010,200
Bill Shonely,03.04.2010,1935
Craig Yedwab,17.08.2010,145
Bradley Talbott,30.05.2010,25
Jay Fine,15.09.2011,578
Pierre Wener,16.01.2012,255
Dan Campbell,31.10.2009,130
Fred McMath,30.11.2010,1844
Craig Yedwab,29.12.2011,3467
Tony Molinari,28.07.2009,5897
Dave Poirier,13.10.2010,415
Noel Staavos,05.05.2009,1234
Frank Atkinson,30.06.2010,380
Bill Shonely,28.03.2012,856
Janet Martin,16.08.2009,29
Bobby Trafton,10.06.2010,2527
Katrina Willman,15.02.2012,206
Michael Paige,16.06.2012,5453
Giulietta Dortch,15.10.2010,840
Cathy Hwang,26.02.2009,3638
Bill Shonely,27.09.2012,2399
Carlos Meador,26.09.2010,763
Dianna Arnett,20.03.2011,306
George Zrebassa,06.05.2010,129
Mark Haberlin,09.01.2009,64
Christy Brittain,29.07.2009,5369
Michael Paige,24.02.2011,11
Katherine Murray,30.11.2011,524
Ben Peterman,31.07.2009,368
Dean Percer,26.07.2010,1083
Sylvia Foulston,12.10.2012,330
Noel Staavos,08.07.2009,139
Brendan Murry,18.05.2009,63
Brendan Murry,18.05.2009,64
Pierre Wener,20.09.2012,2617
Brad Thomas,10.06.2012,8
Hunter Lopez,14.12.2009,2169
Dan Campbell,27.08.2012,64
Chuck Sachs,07.06.2009,2208
Chris Cortes,19.12.2010,1296
Mark Packer,25.07.2010,874
Julie Kriz,07.01.2009,12
Fred McMath,12.05.2010,1449
Debra Catini,10.11.2009,81
Sylvia Foulston,22.08.2009,7817
Chuck Sachs,16.10.2010,64
Ann Blume,21.03.2011,111
Muhammed Yedwab,08.11.2012,2131
Damala Kotsonis,23.08.2011,721
Jennifer Patt,01.09.2012,3076
Dan Campbell,04.10.2012,85
Michael Oakman,21.08.2011,164
Michael Oakman,21.08.2011,1317
Keith Herrera,21.06.2010,38
Janet Martin,27.01.2012,80
David Kendrick,01.09.2009,3832
Rick Duston,05.12.2010,9709
Becky Martin,25.10.2011,6618
Doug Jacobs,03.03.2010,803
Emily Burns,03.03.2011,23
Deanra Eno,21.02.2011,1882
Robert Barroso,16.07.2010,103
Darrin Sayre,12.09.2009,88
Bradley Talbott,14.02.2011,390
Luke Foster,25.09.2012,773
Brian Stugart,11.11.2011,1875
Carlos Meador,24.06.2009,376
Sara Luxemburg,27.07.2011,92
Alex Grayson,14.02.2012,822
Joni Wasserman,03.12.2012,96
Paul Knutson,01.11.2011,74
Sara Luxemburg,27.05.2011,980
Christy Brittain,22.04.2012,5741
Dianna Wilson,14.01.2010,5332
David Smith,26.02.2012,22
Deborah Brumfield,11.01.2010,1597
Michelle Tran,03.06.2011,218
Michelle Tran,03.06.2011,101
Dave Hallsten,30.11.2012,628
Dave Hallsten,30.11.2012,3366
Sanjit Jacobs,02.06.2010,676
Sanjit Jacobs,02.06.2010,7669
Sanjit Jacobs,31.08.2009,226
Barry Gonzalez,14.10.2012,2136
Vivian Mathis,02.06.2009,3906
Vivian Mathis,29.06.2009,1651
Vivian Mathis,29.06.2009,96
Vivian Mathis,29.06.2009,80
Carol Adams,28.06.2010,182
Sanjit Jacobs,16.01.2009,680
Sanjit Jacobs,16.01.2009,257
Vivek Gonzalez,28.10.2010,78
Bradley Nguyen,08.02.2009,718
Matt Collister,09.11.2011,535
Vivian Mathis,16.03.2012,888
Michelle Tran,30.09.2009,180
Pete Takahito,11.06.2009,569
Michelle Tran,12.01.2012,260
Michelle Tran,24.03.2010,285
Matt Collister,22.11.2011,159
Ralph Arnett,28.05.2009,58
Ralph Arnett,28.05.2009,3992
Dave Hallsten,25.06.2011,2926
Dave Hallsten,25.06.2011,40
Dave Hallsten,25.06.2011,553
Dave Hallsten,25.06.2011,26
Pete Takahito,05.04.2010,2851
Pete Takahito,05.04.2010,183
Ralph Arnett,06.01.2011,51
Ralph Arnett,06.01.2011,8
Ralph Arnett,06.01.2011,88
Jason Klamczynski,10.08.2012,1498
Michelle Tran,23.12.2009,2812
Michelle Tran,09.08.2012,131
Greg Tran,16.06.2011,54
Gene McClure,17.03.2009,224
Helen Wasserman,28.04.2011,203
Helen Wasserman,28.04.2011,197
Matt Collister,24.02.2010,40
Helen Wasserman,11.09.2009,342
Helen Wasserman,11.09.2009,98
Vivian Mathis,05.07.2010,19
Vivian Mathis,05.07.2010,206
Helen Wasserman,12.06.2012,134
Ross DeVincentis,27.03.2010,2041
Jason Klamczynski,03.03.2010,446
Jason Klamczynski,03.03.2010,18421
Valerie Mitchum,24.09.2012,1090
Dave Hallsten,02.12.2012,1100
Vivek Gonzalez,23.04.2010,105
Vivian Mathis,17.08.2011,10715
Bradley Nguyen,18.04.2011,1824
Bradley Nguyen,18.04.2011,151
Matt Collister,01.01.2009,872
Bradley Nguyen,09.05.2011,3618
Helen Wasserman,04.08.2011,8218
Helen Wasserman,26.06.2012,677
Vivian Mathis,12.02.2012,2410
Jason Klamczynski,04.08.2011,931
Michelle Tran,10.12.2011,951
Valerie Mitchum,24.02.2011,4502
Valerie Mitchum,24.02.2011,192
Bradley Nguyen,18.07.2010,238
Ralph Arnett,06.12.2011,598
Barry Gonzalez,27.02.2012,3009
Bart Pistole,04.10.2009,196
Helen Wasserman,03.12.2010,95
Barry Gonzalez,27.02.2012,8247
Michelle Tran,20.12.2009,2315
Michelle Tran,20.12.2009,1264
Barry Gonzalez,19.09.2010,1083
Barry Gonzalez,19.09.2010,1260
Vivian Mathis,07.05.2010,1623
Ralph Arnett,20.06.2009,238
Carol Adams,13.03.2009,123
Barry Gonzalez,11.05.2010,12613
Valerie Mitchum,03.01.2011,1564
Vivian Mathis,06.11.2012,927
Matt Collister,22.11.2011,204
Ralph Arnett,18.08.2010,639
Michelle Tran,06.02.2011,1281
Jason Klamczynski,10.10.2009,44
Chad McGuire,07.02.2012,810
Greg Tran,20.01.2012,24701
Sanjit Jacobs,03.10.2011,5123
Scott Cohen,14.06.2011,221
Scott Cohen,14.06.2011,16
Scott Cohen,22.06.2009,96
Barry Gonzalez,22.07.2012,165
Barry Gonzalez,06.01.2011,308
Barry Gonzalez,06.01.2011,14861
Sanjit Jacobs,28.08.2010,183
Sanjit Jacobs,28.08.2010,141
Sanjit Jacobs,18.05.2010,332
Chad McGuire,28.10.2011,495
Chad McGuire,28.10.2011,3443
Gene McClure,19.11.2011,1100
Vivek Sundaresam,14.12.2012,20
Barry Gonzalez,19.12.2011,2639
Greg Tran,18.03.2011,156
Greg Tran,18.03.2011,1294
Scott Cohen,31.05.2012,16028
Scott Cohen,31.05.2012,738
Valerie Mitchum,15.07.2011,5319
Natalie DeCherney,14.06.2010,126
Barry Gonzalez,06.06.2011,191
Vivek Gonzalez,22.06.2010,126
Vivek Sundaresam,01.02.2012,2966
Chad McGuire,16.01.2010,29
Barry Gonzalez,14.08.2009,158
Barry Gonzalez,14.08.2009,2773
Barry Gonzalez,30.03.2012,305
Michelle Huthwaite,21.05.2011,142
Vivek Sundaresam,17.04.2010,2175
Bradley Nguyen,02.03.2011,421
Barry Gonzalez,06.10.2010,4507
Barry Gonzalez,06.10.2010,2110
Barry Gonzalez,06.10.2010,1095
Cynthia Delaney,21.04.2011,1244
Barry Gonzalez,29.10.2012,1618
Michelle Huthwaite,15.07.2010,2688
Tom Stivers,23.01.2012,221
Vivek Sundaresam,16.06.2010,3636
Vivian Mathis,19.06.2010,203
Greg Tran,10.09.2012,1750
Rick Reed,12.01.2009,15963
Rick Reed,12.01.2009,58
Michelle Huthwaite,18.06.2012,2116
Michelle Huthwaite,18.06.2012,766
Michelle Huthwaite,18.06.2012,547
Michelle Huthwaite,18.06.2012,192
Michelle Huthwaite,18.06.2012,1294
Barry Gonzalez,26.05.2010,561
Barry Gonzalez,26.05.2010,320
Gary McGarr,30.10.2009,620
Cynthia Delaney,22.08.2009,654
Cynthia Delaney,01.04.2010,5289
Vivek Sundaresam,12.05.2010,1322
Vivek Sundaresam,24.03.2010,55
Ross DeVincentis,24.01.2012,23240
